date,surface,slot,slot_family,sentence_index,classifier_type,numbers_in_sentence,hand_id,hand_type,hand_class,hand_scope,hand_payload_path,hand_note,text
2026-07-08,email,bottom_line_content,free,0,ROSTER_FACT,0,,,,,,,Edge: Herrera vs LHP is the lineup's sharpest tool.
2026-07-08,email,bottom_line_content,free,1,SPLIT_DIRECTION,9,,,,,,,His 2025 vs-LHP line is .330/.455/.660 in 124 PA with 9 HR -- a slugging profile that punishes Harrison's few but real LHB HR issues (3 HR allowed in 47 PA vs LHB in 2025).
2026-07-08,email,bottom_line_content,free,2,SPLIT_DIRECTION,6,,,,,,,Threat: Yelich vs RHP is the collision point. 2025 line: .271/.356/.493 in 461 PA with 25 HR.
2026-07-08,email,bottom_line_content,free,3,GAME_EVENT,1,,,,,,,He is on a 3-for-5 heater from Tuesday.
2026-07-08,email,bottom_line_content,free,4,SPLIT_DIRECTION,5,,,,,,,"McGreevy's 2025 vs-LHB profile (.318/.368/.543, .911 OPS) is the platoon slot where the Brewers will hunt."
2026-07-08,email,bottom_line_content,free,5,STAT_VALUE,4,,,,,,,"Watch: McGreevy at Busch tonight -- 5.22 ERA at home in 50.0 IP, 3.55 on the road in 45.2 IP."
2026-07-08,email,bottom_line_content,free,6,SPLIT_DIRECTION,1,,,,,,,"The venue split is a real signal, and tonight the Cardinals need him to reverse his home pattern to avoid falling 4-0 in the set."
2026-07-08,email,key_matchups_prose,free,0,SPLIT_DIRECTION_BARE,0,,,,,,,Iván Herrera vs Harrison.
2026-07-08,email,key_matchups_prose,free,1,SPLIT_DIRECTION,6,,,,,,,Herrera's 2025 vs-LHP baseline is .330/.455/.660 in 124 PA with 9 HR -- the lineup's most concentrated LHP threat.
2026-07-08,email,key_matchups_prose,free,2,SPLIT_DIRECTION,5,,,,,,,Harrison's 2025 vs-LHB sample (47 PA) allowed 3 HR against 10 K with 0 BB.
2026-07-08,email,key_matchups_prose,free,3,FRAMING_VOICE,0,,,,,,,"Approach: force strikes, then attack for damage."
2026-07-08,email,key_matchups_prose,free,4,SPLIT_DIRECTION_BARE,0,,,,,,,McGreevy vs Yelich.
2026-07-08,email,key_matchups_prose,free,5,SPLIT_DIRECTION,7,,,,,,,McGreevy's 2025 vs-LHB line is .318/.368/.543 (.911 OPS) with 9 HR across 190 PA.
2026-07-08,email,key_matchups_prose,free,6,SPLIT_DIRECTION,6,,,,,,,Yelich's 2025 vs-RHP: .271/.356/.493 in 461 PA with 25 HR.
2026-07-08,email,key_matchups_prose,free,7,FRAMING_VOICE,0,S047,FRAMING_VOICE,c,-,-,"""enters hot"" bare recent-form leg","This is the game's biggest platoon collision, and Yelich enters hot from Tuesday."
2026-07-08,email,key_matchups_prose,free,8,SPLIT_DIRECTION_BARE,0,,,,,,,Walker vs Harrison.
2026-07-08,email,key_matchups_prose,free,9,SPLIT_DIRECTION,5,,,,,,,Walker's 2025 vs-LHP line: .255/.318/.347 in 107 PA.
2026-07-08,email,key_matchups_prose,free,10,SPLIT_DIRECTION,1,,,,,,,Cleanup RHB against a LHP with an OBP-leaky vs-RHB profile (.358 OBP allowed).
2026-07-08,email,key_matchups_prose,free,11,ROSTER_FACT,0,,,,,,,"If Walker works the count, the LHP-vs-RHB math tilts to him."
2026-07-08,email,watchlist_prose,free,0,TREND,1,,,,,,,-- Harrison third pass window (15 PA sample).
2026-07-08,email,watchlist_prose,free,1,STAT_VALUE,4,,,,,,,Harrison's 2025 TTO3 line is .500/.533/.857.
2026-07-08,email,watchlist_prose,free,2,TREND,1,,,,,,,"The sample is thin, but if the Cardinals reach the third pass through the order (innings 7+), that is the exploit window.  -- Brewers speed vs a fresh battery."
2026-07-08,email,watchlist_prose,free,3,STAT_VALUE,6,,,,,,,"Turang (24 SB), Chourio (21), Frelick (19), Yelich (16), Ortiz (14) -- five confirmed 2025 running threats."
2026-07-08,email,watchlist_prose,free,4,STAT_VALUE,2,,,,,,,"Crooks has only 8.2 IP paired with McGreevy in the 2025 sample; the shared reps are thin, and Milwaukee will test.  -- Harrison on the road."
2026-07-08,email,watchlist_prose,free,5,SPLIT_DIRECTION,5,,,,,,,Harrison's 2025 away ERA is 2.08 (26.0 IP) vs 8.38 at home (9.2 IP).
2026-07-08,email,watchlist_prose,free,6,GAME_STATE,0,,,,,,,He is on the road tonight -- his stronger split.
2026-07-08,email,watchlist_prose,free,7,PREDICTION,0,,,,,,,"Expect the elite-K version, not the leaky home version.  -- Cardinals bullpen fork."
2026-07-08,email,watchlist_prose,free,8,SPLIT_DIRECTION,3,,,,,,,Romero 88.5% strand vs Svanson 50.0% in 2025 IR entries.
2026-07-08,email,watchlist_prose,free,9,GAME_STATE,0,,,,,,,Which arm inherits runners tonight bends the middle innings.
2026-07-08,web,season_context_starters,free,0,STAT_VALUE,8,,,,,,,"Michael McGreevy (R, 3.12 ERA). 95.1 IP across 17 starts. 60 K, 22 BB, 1.11 WHIP, 84 H, 13 HR."
2026-07-08,web,season_context_starters,free,1,STAT_VALUE,3,,,,,,,Ground-ball leaning (52.1% GB) with modest whiff rates (15.9% K%) and sharp control (5.8% BB%).
2026-07-08,web,season_context_starters,free,2,FRAMING_VOICE,0,,,,,,,"Contact management first, misses second."
2026-07-08,web,season_context_starters,free,3,STAT_VALUE,8,,,,,,,"Kyle Harrison (L, 2.82 ERA). 79.2 IP across 16 starts. 99 K, 20 BB, 1.08 WHIP, 66 H, 9 HR."
2026-07-08,web,season_context_starters,free,4,MAGNITUDE,2,,,,,,,Elite strikeouts (30.6% K%) with a manageable 6.2% BB%.
2026-07-08,web,season_context_starters,free,5,STAT_VALUE,1,,,,,,,Fly-ball leaning at 40.0% GB -- an unusual high-K / non-GB profile.
2026-07-08,web,season_context_injuries,free,0,ROSTER_FACT,0,,,,,,,No injury or roster-move information is available for today.
2026-07-08,web,bvp_cardinals_vs_starter_annotation,bound,0,BVP_HISTORY,0,,,,,,,Every projected Cardinals starter faces Harrison without a career BvP sample -- a first look for the full lineup.
2026-07-08,web,bvp_cardinals_vs_starter_annotation,bound,1,SPLIT_DIRECTION,5,,,,,,,"Tonight is a profile-first read: Harrison's 2025 K% at 24.4% and his vs-LHB HR history (3 HR in 47 PA in 2025) shape the read, not history."
2026-07-08,web,bvp_cardinals_vs_starter_annotation,bound,2,ABSENCE,0,,,,,,,"Bench note: No career BvP sample against Harrison for any bench batter (Torres, Fermín, Jordan, Velázquez, Pagés)."
2026-07-08,web,bvp_opponent_vs_starter_annotation,bound,0,ABSENCE,0,,,,,,,Milwaukee's projected lineup has no career BvP sample against McGreevy either.
2026-07-08,web,bvp_opponent_vs_starter_annotation,bound,1,SPLIT_DIRECTION,3,,,,,,,"The matchup runs blind on both sides, which puts the profile numbers -- McGreevy's 2025 vs-LHB .911 OPS allowed, Harrison's 2025 K%/BB% mix -- at the center of the scouting read."
2026-07-08,web,bvp_opponent_vs_starter_annotation,bound,2,ABSENCE,0,,,,,,,"Bench note: No career BvP sample against McGreevy for any Brewers batter (bench options include Perkins, Sánchez, Lara, Jones, and depth pieces)."
2026-07-08,web,platoon_cardinals_annotation,bound,0,SPLIT_DIRECTION,2,,,,,,,"Against Harrison (L) tonight, the 2025 vs-LHP sample flips the lineup's leverage toward the 3 RHB."
2026-07-08,web,platoon_cardinals_annotation,bound,1,SPLIT_DIRECTION,5,S023,STAT_VALUE,a,slot-bound,platoon_cardinals,"""extreme platoon edge"" bare magnitude leg",Herrera (.330/.455/.660 with 9 HR in 124 PA) is the game-changing RHB in this matchup -- an extreme platoon edge.
2026-07-08,web,platoon_cardinals_annotation,bound,2,ROSTER_FACT,6,,,,,,,"Winn (.255/.313/.349) and Walker (.255/.318/.347) round out the RHB with useful, unspectacular numbers."
2026-07-08,web,platoon_cardinals_annotation,bound,3,SPLIT_DIRECTION,6,,,,,,,Nootbaar's 180 PA vs LHP at .201/.291/.289 is the lineup's clearest platoon liability; Church's 14 PA at .417 is too thin to lean on.
2026-07-08,web,platoon_cardinals_annotation,bound,4,ROSTER_FACT,0,,,,,,,Six LHB face a LHP -- the platoon math is against Cardinals depth.
2026-07-08,web,platoon_opponent_annotation,bound,0,SPLIT_DIRECTION,1,,,,,,,"Against McGreevy (R) tonight, Milwaukee's 2025 vs-RHP sample is deep and dangerous."
2026-07-08,web,platoon_opponent_annotation,bound,1,STAT_VALUE,15,,,,,,,"Contreras (.263/.349/.409 in 502 PA), Turang (.274/.352/.447 with 16 HR), Yelich (.271/.356/.493 with 25 HR), and Frelick (.278/.342/.421) all carry above-average lines."
2026-07-08,web,platoon_opponent_annotation,bound,2,STAT_VALUE,3,,,,,,,Bauers (.244/.360/.428) adds a walk-heavy secondary threat.
2026-07-08,web,platoon_opponent_annotation,bound,3,STAT_VALUE,6,S091,STAT_VALUE,a,slot-bound,platoon_opponent,"""attack for outs"" voice",Ortiz (.203/.261/.272) and Mitchell (.208/.278/.333) are the discount matchups -- attack for outs.
2026-07-08,web,platoon_opponent_annotation,bound,4,GAME_STATE,1,,,,,,,The 6 RHB in the projected lineup are where McGreevy's platoon strength lives.
2026-07-08,web,pitcher_platoon_annotation,bound,0,SPLIT_DIRECTION,9,,,,,,,"Harrison's 2025 platoon splits show a rare LHP quirk: his vs-RHB sample (.255/.358/.362) leaks on-base without much slugging, while his vs-LHB sample (.234/.234/.489) allows almost no walks but 3 HR in 47 PA."
2026-07-08,web,pitcher_platoon_annotation,bound,1,ROSTER_FACT,2,S065,PREDICTION,c,-,-,lineup counts leg (a),"The Cardinals' 3 RHB (Herrera, Walker, Winn) will look to work counts; the 6 LHB need to keep the ball off the barrel."
2026-07-08,web,pitcher_platoon_annotation,bound,2,SPLIT_DIRECTION,10,,,,,,,"McGreevy's 2025 vs-LHB line (.318/.368/.543, .911 OPS) is the collision -- Milwaukee's 6 LHB include Yelich (25 HR vs RHP in 2025), Bauers (8 HR), and Turang (16 HR)."
2026-07-08,web,pitcher_platoon_annotation,bound,3,MAGNITUDE,5,,,,,,,"His vs-RHB line (.225/.255/.325, .580 OPS) is elite by comparison, keeping the 6 RHB in the projected MIL lineup as the more manageable half."
2026-07-08,web,pitcher_home_away_annotation,bound,0,STAT_VALUE,4,,,,,,,"Tonight's game is at Busch Stadium -- McGreevy pitching at home (5.22 ERA in 50.0 IP), Harrison pitching away (2.08 ERA in 26.0 IP)."
2026-07-08,web,pitcher_home_away_annotation,bound,1,SPLIT_DIRECTION_BARE,0,,,,,,,"Both directions favor the more meaningful side of each pitcher's split: Harrison's road number is his ceiling, McGreevy's home number is his floor."
2026-07-08,web,pitcher_home_away_annotation,bound,2,FRAMING_VOICE,0,,,,,,,That framing sits at the center of the matchup before a single pitch.
2026-07-08,web,tto_splits_annotation,bound,0,STAT_VALUE,6,,,,,,,"Harrison's 2025 second pass through the order is his lockdown zone (.218/.246/.291, .537 OPS in 57 PA)."
2026-07-08,web,tto_splits_annotation,bound,1,STAT_VALUE,4,,,,,,,His third pass through the order at .500/.533/.857 is a 15 PA sample -- thin -- but flags a cliff on the third pass.
2026-07-08,web,tto_splits_annotation,bound,2,TREND,1,,,,,,,"If the Cardinals reach a third pass through the order (innings 7+), that is the exploit window."
2026-07-08,web,tto_splits_annotation,bound,3,STAT_VALUE,5,,,,,,,Harrison's first pass through the order at .222/.333/.403 is above average; his early-game control is where the walks show up (12 BB in 84 PA).
2026-07-08,web,tto_splits_annotation,bound,4,STAT_VALUE,4,,,,,,,"McGreevy's 2025 TTO progression is unusually flat: .792 OPS (first pass), .715 (second pass), .677 (third pass)."
2026-07-08,web,tto_splits_annotation,bound,5,GAME_STATE,0,,,,,,,His third pass through the order is his best window -- an anti-typical profile.
2026-07-08,web,tto_splits_annotation,bound,6,PREDICTION,0,,,,,,,Milwaukee should target the first pass rather than wait for a fade that does not arrive.
2026-07-08,web,inherited_runners_annotation,bound,0,STAT_VALUE,5,,,,,,,Romero (88.5% strand in 26 IR chances) and O'Brien (70.0% in 10) are the clean bullpen leverage arms in 2025.
2026-07-08,web,inherited_runners_annotation,bound,1,SPLIT_DIRECTION,2,,,,,,,Svanson (50.0%) and Graceffo (54.5%) are the danger side -- inherited-runner situations they enter tend to score.
2026-07-08,web,inherited_runners_annotation,bound,2,MAGNITUDE,1,,,,,,,League average strand rate: ~68-72%.
2026-07-08,web,inherited_runners_annotation,bound,3,PREDICTION,0,,,,,,,"If McGreevy's home ERA holds and he leaves runners on, the choice of relief arm decides the game."
2026-07-08,web,batted_ball_annotation,bound,0,GAME_STATE,6,,,,,,,"McGreevy's 2025 49.2% GB profile meets a Brewers lineup with genuine GB tendency at the top: Yelich (62.3% 2025 GB), Contreras (53.1%), Turang (48.3%)."
2026-07-08,web,batted_ball_annotation,bound,1,STAT_VALUE,3,,,,,,,That is a GB-on-GB collision that has hurt Yelich in 2025 grounders (.245 2025 GB AVG).
2026-07-08,web,batted_ball_annotation,bound,2,SPLIT_DIRECTION,5,,,,,,,"On Harrison's side, the fly-ball tendency and 38.4% 2025 GB rate suggest RHB in the Cardinals lineup (Walker's 2025 48.9% GB, Herrera 52.6%) will hit into a more balanced batted-ball pattern than a strict FB-pitcher matchup."
2026-07-08,web,battery_annotation,bound,0,STAT_VALUE,4,,,,,,,"McGreevy's 2025 catcher pairings are dominated by Pedro Pagés (14 games, 80.2 IP, 4.24 ERA), his primary battery."
2026-07-08,web,battery_annotation,bound,1,STAT_VALUE,3,,,,,,,"Tonight's projected catcher is Jimmy Crooks (2 games, 8.2 IP together, 9.35 ERA) -- a small paired sample."
2026-07-08,web,battery_annotation,bound,2,STAT_VALUE,1,,,,,,,"Yohel Pozo is not on the current active roster, so his 5.2 IP row is context only, not tonight's option."
2026-07-08,web,battery_annotation,bound,3,FRAMING_VOICE,0,,,,,,,A still-forming battery is its own signal.
2026-07-08,web,battery_annotation,bound,4,PREDICTION,0,,,,,,,"Expect early-count sequencing wobbles from Crooks and McGreevy, and expect Milwaukee's runners to test the arm."
2026-07-08,web,battery_annotation,bound,5,STAT_VALUE,1,,,,,,,The 8.2 IP paired workload is the smallest of McGreevy's active-roster catcher options.
2026-07-08,web,baserunning_content,bound,0,MAGNITUDE,26,,,,,,,"Milwaukee brings a fleet of 2025 SB threats to Busch tonight: -- Brice Turang: 24 SB / 8 CS / 75.0% success -- Jackson Chourio: 21 SB / 7 CS / 75.0% -- Sal Frelick: 19 SB / 6 CS / 76.0% -- Christian Yelich: 16 SB / 6 CS / 72.7% -- Joey Ortiz: 14 SB / 3 CS / 82.4% -- Jake Bauers: 8 SB / 1 CS / 88.9% (elite conversion) -- William Contreras: 6 SB / 4 CS / 60.0% -- Garrett Mitchell: 3 SB / 0 CS / 100.0% Read: With Crooks-McGreevy at only 8.2 IP shared workload, the running game should be on the game plan."
2026-07-08,web,baserunning_content,bound,1,GAME_STATE,0,,,,,,,Turang and Chourio at the top of the projected order set the tone.
2026-07-08,web,defense_annotation,bound,0,GAME_STATE,3,,,,,,,"Winn's 129 games at SS (.994 fielding, 3 E) anchors the infield tonight."
2026-07-08,web,defense_annotation,bound,1,STAT_VALUE,2,,,,,,,"Walker starts in RF (108 G, .981)."
2026-07-08,web,defense_annotation,bound,2,GAME_STATE,2,,,,,,,"Nootbaar in LF (107 G, 1.000 fielding) is a plus-defender assignment against a Brewers lineup that runs a lot to left."
2026-07-08,web,defense_annotation,bound,3,STAT_VALUE,2,,,,,,,"Burleson takes 1B (50 G, .990)."
2026-07-08,web,defense_annotation,bound,4,GAME_STATE,2,,,,,,,"Crooks catches (14 G, 1.000) tonight; Herrera moves to DH."
2026-07-08,web,defense_annotation,bound,5,STAT_VALUE,4,,,,,,,"Church starts in CF, where his 18 G at 1.000 fielding is a positive tick against Milwaukee's line-drive-prone hitters (Contreras .651 LD AVG, Frelick .682)."
2026-07-08,web,head_to_head_content,free,0,FRAMING_VOICE,0,,,,,,,Busch Stadium plays as a pitcher-leaning venue historically.
2026-07-08,web,head_to_head_content,free,1,BVP_HISTORY,8,,,,,,,"Recent head-to-head has trended against St Louis: 6-7 in 2025, 5-8 in 2024, 5-8 in 2023, though closer at 10-9 in 2022."
2026-07-08,web,head_to_head_content,free,2,ROSTER_FACT,1,,,,,,,The 2026 slide continues -- Milwaukee has taken the first three games of this five-game set.
2026-07-08,web,head_to_head_content,free,3,FRAMING_VOICE,0,,,,,,,The venue read favors pitching; the recent-sample read favors Milwaukee.
2026-07-08,web,batter_kbb_stl_note,bound,0,STAT_VALUE,2,,,,,,,"Facing Harrison's 24.4% 2025 K%, the whiff risks stack up."
2026-07-08,web,batter_kbb_stl_note,bound,1,STAT_VALUE,4,,,,,,,"Walker (31.8% 2025 K%), Church (27.7%), and Crooks (37.0%) headline the strikeout risk."
2026-07-08,web,batter_kbb_stl_note,bound,2,GAME_STATE,2,,,,,,,Nootbaar's 11.0% 2025 BB% is the lineup's disciplined mark and the best chance to force Harrison into deeper counts.
2026-07-08,web,batter_kbb_annotation,bound,0,STAT_VALUE,1,,,,,,,Milwaukee's plate approach in 2025 splits by role.
2026-07-08,web,batter_kbb_annotation,bound,1,STAT_VALUE,4,,,,,,,Contreras (12.7% BB%) and Bauers (14.7%) lead in walk rate; Chourio (5.1%) and Ortiz (5.3%) are the low-walk chasers -- attack the zone against them.
2026-07-08,web,batter_kbb_annotation,bound,2,STAT_VALUE,5,,,,,,,"On strikeouts, Mitchell (32.1% 2025 K%), Bauers (27.1%), Sánchez (26.7%), and Yelich (25.9%) are the whiff-prone group; McGreevy's low K% profile still finds outs against them via contact."
2026-07-08,web,batter_kbb_annotation,bound,3,ROSTER_FACT,2,,,,,,,"Frelick (13.6% K%, 8.0% BB%) is the contact anchor -- he seldom gives away at-bats."
2026-07-08,web,batter_batted_ball_profile_stl_note,bound,0,STAT_VALUE,2,,,,,,,Church's 2025 67.6% GB rate is the lineup's most extreme; against Harrison's fly-ball leaning profile the ball should stay on the ground for him.
2026-07-08,web,batter_batted_ball_profile_stl_note,bound,1,STAT_VALUE,1,,,,,,,Crooks' 44.4% FB rate is the outlier -- the only fly-ball leaner in a lineup otherwise packed with GB or balanced hitters.
2026-07-08,web,batter_batted_ball_profile_stl_note,bound,2,STAT_VALUE,1,,,,,,,Herrera's 52.6% GB rate meets McGreevy's ground-ball identity later in the game.
2026-07-08,web,batter_batted_ball_profile_annotation,bound,0,STAT_VALUE,4,,,,,,,"Yelich's 62.3% 2025 GB rate is the Brewers' most extreme grounder profile, which fits well into McGreevy's GB identity but also into Yelich's own weak 2025 GB AVG (.245)."
2026-07-08,web,batter_batted_ball_profile_annotation,bound,1,STAT_VALUE,2,,,,,,,Contreras (53.1%) and Frelick (47.8%) round out the GB-leaning middle.
2026-07-08,web,batter_batted_ball_profile_annotation,bound,2,STAT_VALUE,6,,,,,,,"Bauers (34.4% FB), Chourio (30.3%), and Ortiz (31.5%) are the FB threats against McGreevy's home HR history (6 HR allowed in 50.0 IP at Busch in 2025)."
2026-07-08,web,pitcher_kbb_annotation,bound,0,MAGNITUDE,4,,,,,,,"Harrison's 2025 K/BB ratio is 2.71 (24.4% K%, 9.0% BB%) -- elite whiff volume with acceptable walks."
2026-07-08,web,pitcher_kbb_annotation,bound,1,STAT_VALUE,12,,,,,,,"McGreevy's 2025 K/BB ratio is 2.90 (14.5% K%, 5.0% BB%) -- a low-walk, low-whiff contact profile. 2026 to date: McGreevy is at 3.12 ERA, 60 K, 22 BB in 95.1 IP. 2025 baseline: 14.5% K%, 5.0% BB%."
2026-07-08,web,pitcher_kbb_annotation,bound,2,STAT_VALUE,1,,,,,,,The season-to-date profile tracks the 2025 sample.
2026-07-08,web,pitcher_kbb_annotation,bound,3,STAT_VALUE,6,,,,,,,"Harrison in 2026: 2.82 ERA, 99 K, 20 BB in 79.2 IP -- a step forward on K rate from the 2025 baseline."
2026-07-08,web,key_matchups,free,0,SPLIT_DIRECTION_BARE,0,,,,,,,Iván Herrera vs Harrison.
2026-07-08,web,key_matchups,free,1,SPLIT_DIRECTION,6,,,,,,,Herrera's 2025 vs-LHP baseline is .330/.455/.660 in 124 PA with 9 HR -- the lineup's most concentrated LHP threat.
2026-07-08,web,key_matchups,free,2,SPLIT_DIRECTION,5,,,,,,,"Harrison's 2025 vs-LHB sample (47 PA) allowed 3 HR against 10 K with 0 BB -- low-walk, HR-prone platoon slot."
2026-07-08,web,key_matchups,free,3,FRAMING_VOICE,0,,,,,,,"Approach: force strikes, then attack for damage."
2026-07-08,web,key_matchups,free,4,SPLIT_DIRECTION_BARE,0,S094,FRAMING_VOICE,c,-,-,heading fragment,McGreevy vs Yelich.
2026-07-08,web,key_matchups,free,5,SPLIT_DIRECTION,7,,,,,,,McGreevy's 2025 vs-LHB line is .318/.368/.543 (.911 OPS) with 9 HR across 190 PA.
2026-07-08,web,key_matchups,free,6,SPLIT_DIRECTION,6,,,,,,,Yelich's 2025 vs-RHP: .271/.356/.493 in 461 PA with 25 HR.
2026-07-08,web,key_matchups,free,7,GAME_EVENT,1,,,,,,,He is on a 3-for-5 heater from Tuesday.
2026-07-08,web,key_matchups,free,8,FRAMING_VOICE,0,,,,,,,This is the game's biggest platoon collision.
2026-07-08,web,key_matchups,free,9,SPLIT_DIRECTION_BARE,0,,,,,,,Walker vs Harrison.
2026-07-08,web,key_matchups,free,10,SPLIT_DIRECTION,5,,,,,,,Walker's 2025 vs-LHP: .255/.318/.347 in 107 PA.
2026-07-08,web,key_matchups,free,11,SPLIT_DIRECTION,2,,,,,,,Cleanup RHB against a LHP with a leaky vs-RHB OBP profile (.358 OBP allowed in 2025).
2026-07-08,web,key_matchups,free,12,ROSTER_FACT,0,,,,,,,"If Walker works the count, the LHP-vs-RHB math tilts to him."
2026-07-08,web,key_matchups,free,13,STAT_VALUE,5,,,,,,,X-factor: Harrison's third pass through the order. 15 PA is thin -- but the 2025 third-pass line is .500/.533/.857.
2026-07-08,web,key_matchups,free,14,TREND,1,,,,,,,"If the Cardinals reach a third pass through the order (innings 7+), that is the exploit window."
2026-07-08,web,key_matchups,free,15,FRAMING_VOICE,0,,,,,,,Watchlist: Brewers running game.
2026-07-08,web,key_matchups,free,16,STAT_VALUE,2,,,,,,,"Turang, Chourio, Frelick, Yelich, and Ortiz all have 14+ SB in 2025."
2026-07-08,web,key_matchups,free,17,STAT_VALUE,1,,,,,,,Crooks and McGreevy paired only 8.2 IP together -- a fresh battery invites tests.
2026-07-08,web,key_matchups,free,18,FRAMING_VOICE,0,,,,,,,Watchlist: bullpen leverage.
2026-07-08,web,key_matchups,free,19,SPLIT_DIRECTION,4,,,,,,,Romero at 88.5% strand in 26 IR chances vs Svanson at 50.0% in 26 IR chances.
2026-07-08,web,key_matchups,free,20,GAME_STATE,0,S064,FRAMING_VOICE,c,-,-,,Whichever arm inherits runners tonight bends the middle innings.
2026-07-08,web,quick_reference,free,0,STAT_VALUE,1,S026,FRAMING_VOICE,c,-,-,quick_reference question header,How has Iván Herrera performed against Kyle Harrison in their career? 2.
2026-07-08,web,quick_reference,free,1,STAT_VALUE,1,,,,,,,How has Michael McGreevy fared against Christian Yelich in their career? 3.
2026-07-08,web,quick_reference,free,2,STAT_VALUE,1,,,,,,,How has Jordan Walker performed against Kyle Harrison in their career? 4.
2026-07-08,web,quick_reference,free,3,GAME_STATE,2,,,,,,,What are Kyle Harrison's third-time-through-the-order splits in 2025? 5.
2026-07-08,web,quick_reference,free,4,SPLIT_DIRECTION,2,,,,,,,What are Iván Herrera's splits vs LHP in 2025? 6.
2026-07-08,web,quick_reference,free,5,STAT_VALUE,2,,,,,,,How often does JoJo Romero strand inherited runners in 2025? 7.
2026-07-08,web,quick_reference,free,6,STAT_VALUE,1,,,,,,,What is the home run park factor at Busch Stadium in 2025?
2026-07-18,email,report_card_recap,free,0,FRAMING_VOICE,0,,,,,,,"Winn's two-out, two-run single in the first (with a third RBI added on the play as Burleson scored) set the tone."
2026-07-18,email,report_card_recap,free,1,TREND,1,,,,,,,McGreevy went 6.1 IP on one earned run before the pen coughed up Tawa's HR (B3) and Carroll's two-run HR off Gastelum (B8).
2026-07-18,email,report_card_recap,free,2,FRAMING_VOICE,0,,,,,,,Wetherholt's solo shot in T5 was his 14th; Winn's T8 sac fly and Herrera's T9 sac fly restored the lead each time Arizona pushed.
2026-07-18,email,report_card_recap,free,3,GAME_STATE,1,,,,,,,Series opens with STL up 1-0.
2026-07-18,email,prediction_grades_commentary,free,0,STAT_VALUE,2,,,,,,,WRONG -- Kelly walk trouble: Kelly issued 2 BB in 5.0 IP.
2026-07-18,email,prediction_grades_commentary,free,1,STAT_VALUE,3,,,,,,,Threshold was 3+. 2 < 3.
2026-07-18,email,prediction_grades_commentary,free,2,FRAMING_VOICE,0,,,,,,,CORRECT -- Cardinals HR off Kelly: Wetherholt homered in T5.
2026-07-18,email,prediction_grades_commentary,free,3,STAT_VALUE,3,,,,,,,"Kelly pitched 5.0 IP (T1-T5), so the HR came off Kelly. 1 >= 1."
2026-07-18,email,prediction_grades_commentary,free,4,GAME_EVENT,3,,,,,,,WRONG -- Nootbaar reaches: Nootbaar went 1 H + 0 BB = 1 reach.
2026-07-18,email,prediction_grades_commentary,free,5,STAT_VALUE,3,,,,,,,Threshold was 2+. 1 < 2.
2026-07-18,email,prediction_grades_commentary,free,6,GAME_EVENT,5,,,,,,,CORRECT -- Perdomo reaches: Perdomo went 0 H + 2 BB = 2 reaches. 2 >= 2.
2026-07-18,email,prediction_grades_commentary,free,7,STAT_VALUE,5,,,,,,,"WRONG -- Cardinals K total: Cardinals batters combined for 5 K (Herrera 1, Burleson 1, Walker 1, Nootbaar 2)."
2026-07-18,email,prediction_grades_commentary,free,8,STAT_VALUE,3,S053,GAME_EVENT,a,yesterday,box_score,grading arithmetic,Threshold was 8+. 5 < 8.
